Date,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,E-scooter Count
21/12/2017,16,4.1,51,1.8,1112,-5.1,0.48,0.0,0.9,Winter,No Holiday,Yes,301
28/04/2018,6,10.6,84,1.1,284,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes,230
26/04/2018,20,14.4,50,2.7,1216,4.0,0.01,0.0,0.0,Spring,No Holiday,Yes,1531
20/08/2018,7,25.4,60,1.4,1879,17.0,0.16,0.0,0.0,Summer,No Holiday,Yes,1285
03/07/2018,20,28.8,72,0.9,2000,23.2,0.11,0.0,0.0,Summer,No Holiday,Yes,2398
25/07/2018,19,31.7,60,2.3,1492,22.9,0.23,0.0,0.0,Summer,No Holiday,Yes,2039
03/06/2018,13,29.4,24,2.7,1905,6.7,3.18,0.0,0.0,Summer,No Holiday,Yes,1393
05/11/2018,8,7.2,80,0.8,515,3.9,0.13,0.0,0.0,Autumn,No Holiday,Yes,1975
23/04/2018,16,9.6,96,1.7,1409,8.9,0.23,1.0,0.0,Spring,No Holiday,Yes,41
26/10/2018,13,12.6,87,2.3,539,10.4,0.13,1.5,0.0,Autumn,No Holiday,Yes,18
07/08/2018,2,27.9,68,0.9,2000,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes,443
25/06/2018,11,27.8,46,1.3,912,15.1,1.77,0.0,0.0,Summer,No Holiday,Yes,968
07/12/2017,1,1.5,92,0.4,227,0.3,0.0,0.0,0.9,Winter,No Holiday,Yes,218
21/01/2018,6,-3.1,54,1.4,1037,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,36
26/01/2018,20,-13.7,35,1.7,1878,-25.9,0.0,0.0,0.3,Winter,No Holiday,Yes,121
30/08/2018,23,24.3,71,0.8,1549,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1173
05/05/2018,0,12.2,59,1.2,1718,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes,796
14/10/2018,9,10.1,60,0.8,726,2.6,1.02,0.0,0.0,Autumn,No Holiday,Yes,775
30/07/2018,10,32.0,50,2.1,1992,20.2,2.34,0.0,0.0,Summer,No Holiday,Yes,609
23/12/2017,6,5.1,81,1.3,375,2.1,0.0,0.0,0.0,Winter,No Holiday,Yes,63
16/04/2018,14,18.0,28,1.6,1820,-0.8,3.11,0.0,0.0,Spring,No Holiday,Yes,1016
08/03/2018,14,7.7,62,2.4,1758,0.8,1.64,0.0,0.0,Spring,No Holiday,Yes,452
21/12/2017,12,1.9,40,2.0,1835,-10.3,1.04,0.0,1.9,Winter,No Holiday,Yes,290
06/10/2018,7,16.5,97,2.3,364,16.0,0.0,9.5,0.0,Autumn,No Holiday,Yes,5
05/04/2018,23,7.1,96,1.3,1497,6.5,0.0,0.5,0.0,Spring,No Holiday,Yes,79
21/10/2018,3,9.2,68,0.4,1538,3.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,342
22/02/2018,23,2.9,63,2.6,1253,-3.4,0.0,0.0,0.0,Winter,No Holiday,Yes,202
04/12/2017,23,-5.8,44,2.4,2000,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,248
14/10/2018,21,13.8,66,2.4,1897,7.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1261
25/01/2018,3,-16.0,40,1.9,2000,-26.5,0.0,0.0,0.7,Winter,No Holiday,Yes,32
23/09/2018,8,17.0,69,1.2,2000,11.2,0.3,0.0,0.0,Autumn,Holiday,Yes,439
28/08/2018,18,24.3,97,0.8,105,23.7,0.01,18.5,0.0,Summer,No Holiday,Yes,96
26/01/2018,3,-15.9,34,2.9,2000,-28.2,0.0,0.0,0.5,Winter,No Holiday,Yes,41
20/12/2017,18,-1.4,79,1.6,702,-4.5,0.0,0.1,2.2,Winter,No Holiday,Yes,329
25/02/2018,23,-0.3,58,1.0,1945,-7.5,0.0,0.0,0.0,Winter,No Holiday,Yes,173
14/06/2018,16,25.0,56,0.7,1723,15.6,1.27,0.0,0.0,Summer,No Holiday,Yes,1550
23/06/2018,0,22.7,36,1.5,2000,6.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1322
04/07/2018,17,31.2,56,3.4,1943,21.3,1.82,0.0,0.0,Summer,No Holiday,Yes,1856
01/06/2018,15,29.9,36,3.3,1866,13.2,2.94,0.0,0.0,Summer,No Holiday,Yes,1235
23/07/2018,4,29.3,51,0.9,1498,18.1,0.0,0.0,0.0,Summer,No Holiday,Yes,174
23/01/2018,7,-12.5,41,4.5,2000,-23.0,0.0,0.0,1.0,Winter,No Holiday,Yes,211
01/08/2018,15,39.3,37,2.3,1892,21.9,2.82,0.0,0.0,Summer,No Holiday,Yes,531
22/03/2018,1,1.6,85,2.0,952,-0.6,0.0,0.0,0.0,Spring,No Holiday,Yes,247
03/02/2018,0,-2.5,69,2.2,1366,-7.4,0.0,0.0,0.0,Winter,No Holiday,Yes,182
19/01/2018,14,4.7,24,3.6,1552,-14.2,1.08,0.0,0.0,Winter,No Holiday,Yes,349
21/05/2018,4,12.4,0,0.8,2000,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,113
07/03/2018,5,2.5,63,1.3,1987,-3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,97
19/05/2018,2,11.1,74,1.9,2000,6.6,0.0,0.0,0.0,Spring,No Holiday,Yes,526
06/01/2018,3,-5.6,56,1.0,1367,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,103
07/03/2018,12,9.6,39,1.8,1982,-3.7,2.09,0.0,0.0,Spring,No Holiday,Yes,550
16/05/2018,7,22.0,95,0.7,342,21.1,0.0,0.0,0.0,Spring,No Holiday,Yes,367
15/09/2018,14,25.7,67,1.2,2000,19.1,0.9,0.0,0.0,Autumn,No Holiday,Yes,1474
26/09/2018,14,24.1,33,1.3,2000,6.8,2.52,0.0,0.0,Autumn,No Holiday,Yes,1972
30/05/2018,0,19.1,84,1.6,540,16.3,0.0,0.0,0.0,Spring,No Holiday,Yes,507
21/09/2018,11,18.9,91,1.8,1938,17.3,0.64,0.5,0.0,Autumn,No Holiday,Yes,98
18/01/2018,14,4.4,42,2.3,719,-7.4,0.72,0.0,0.0,Winter,No Holiday,Yes,301
24/07/2018,11,33.9,46,1.6,1387,20.6,2.15,0.0,0.0,Summer,No Holiday,Yes,620
08/01/2018,8,0.7,45,0.7,1339,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes,701
15/07/2018,7,25.2,80,0.2,1551,21.4,0.18,0.0,0.0,Summer,No Holiday,Yes,402
02/12/2017,1,-2.2,86,0.6,990,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes,308
12/09/2018,1,19.6,56,1.2,2000,10.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,691
01/08/2018,20,34.5,62,2.8,1701,26.1,0.02,0.0,0.0,Summer,No Holiday,Yes,1441
03/08/2018,2,31.5,68,0.3,1001,24.8,0.0,0.0,0.0,Summer,No Holiday,Yes,443
11/02/2018,10,-6.9,21,3.4,1827,-25.6,1.16,0.0,0.0,Winter,No Holiday,Yes,130
04/12/2017,14,0.1,27,4.5,2000,-16.7,1.09,0.0,0.0,Winter,No Holiday,Yes,338
17/04/2018,22,11.0,34,1.2,1529,-4.2,0.0,0.0,0.0,Spring,No Holiday,Yes,1071
08/10/2018,9,12.2,51,0.7,1918,2.3,1.02,0.0,0.0,Autumn,No Holiday,Yes,1166
29/01/2018,0,-9.3,45,0.7,1976,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,80
21/02/2018,2,-2.9,31,1.6,1931,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,105
26/07/2018,17,33.1,59,2.9,1038,24.0,1.14,0.0,0.0,Summer,No Holiday,Yes,1394
30/09/2018,7,15.1,81,0.8,1939,11.8,0.03,0.0,0.0,Autumn,No Holiday,No,0
26/05/2018,18,27.0,33,2.2,822,9.3,1.07,0.0,0.0,Spring,No Holiday,Yes,2020
25/09/2018,3,12.7,67,0.5,2000,6.7,0.0,0.0,0.0,Autumn,Holiday,Yes,222
12/07/2018,23,25.5,84,0.8,1906,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,1355
19/07/2018,16,33.7,43,2.7,1890,19.3,2.55,0.0,0.0,Summer,No Holiday,Yes,1017
16/03/2018,9,5.2,51,1.7,2000,-4.1,1.08,0.0,0.0,Spring,No Holiday,Yes,683
16/12/2017,12,-4.1,28,3.8,1998,-19.9,1.08,0.0,0.0,Winter,No Holiday,Yes,252
16/05/2018,13,21.8,97,2.4,682,21.2,0.06,35.0,0.0,Spring,No Holiday,Yes,151
16/09/2018,3,22.6,89,0.6,578,20.6,0.0,0.2,0.0,Autumn,No Holiday,Yes,258
15/08/2018,12,36.5,41,1.1,1807,21.1,2.73,0.0,0.0,Summer,Holiday,Yes,563
16/01/2018,19,4.6,57,1.0,432,-3.2,0.0,0.0,0.0,Winter,No Holiday,Yes,409
06/07/2018,4,22.6,66,0.9,2000,15.9,0.0,0.0,0.0,Summer,No Holiday,Yes,273
27/10/2018,6,7.4,66,2.3,2000,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,197
08/03/2018,6,3.1,89,0.2,903,1.4,0.0,1.5,0.0,Spring,No Holiday,Yes,32
17/12/2017,1,-8.4,40,1.6,2000,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,146
21/01/2018,8,-3.6,53,0.5,1227,-11.8,0.0,0.0,0.0,Winter,No Holiday,Yes,115
02/05/2018,0,19.7,76,0.5,386,15.3,0.0,0.0,0.0,Spring,No Holiday,Yes,612
27/08/2018,6,20.6,98,0.7,626,20.2,0.0,1.0,0.0,Summer,No Holiday,Yes,47
22/02/2018,7,-3.7,64,0.7,1891,-9.5,0.0,0.0,0.0,Winter,No Holiday,Yes,373
20/10/2018,22,12.7,58,0.0,1480,4.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1141
06/02/2018,14,-7.0,26,4.4,1986,-23.3,2.24,0.0,0.0,Winter,No Holiday,Yes,147
25/07/2018,18,32.2,58,2.5,1553,22.8,0.44,0.0,0.0,Summer,No Holiday,Yes,2416
12/02/2018,15,-2.1,30,3.9,1933,-17.3,2.22,0.0,0.0,Winter,No Holiday,Yes,228
28/01/2018,10,-5.9,35,1.9,1940,-18.9,0.53,0.0,0.0,Winter,No Holiday,Yes,111
21/02/2018,9,-3.8,28,1.7,1904,-19.6,0.63,0.0,0.0,Winter,No Holiday,Yes,373
02/12/2017,10,-0.4,57,1.6,1309,-7.8,0.8,0.0,0.0,Winter,No Holiday,Yes,334
08/12/2017,20,-3.3,34,1.5,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,384
17/10/2018,20,12.2,47,1.1,2000,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1558
21/11/2018,9,6.4,53,0.7,1486,-2.5,0.21,0.0,0.0,Autumn,No Holiday,Yes,867
03/06/2018,19,27.4,29,2.4,2000,7.7,0.5,0.0,0.0,Summer,No Holiday,Yes,2514
25/06/2018,1,22.5,80,1.1,619,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes,585
03/09/2018,14,25.6,77,0.8,1930,21.2,0.78,0.0,0.0,Autumn,No Holiday,Yes,532
05/07/2018,11,26.3,71,1.1,1340,20.6,0.86,0.0,0.0,Summer,No Holiday,Yes,890
30/09/2018,11,20.2,63,2.8,1195,12.9,1.25,0.0,0.0,Autumn,No Holiday,No,0
16/03/2018,12,9.4,40,2.6,1913,-3.5,2.78,0.0,0.0,Spring,No Holiday,Yes,705
12/04/2018,8,8.9,48,1.1,1444,-1.5,0.69,0.0,0.0,Spring,No Holiday,Yes,1789
04/01/2018,3,-7.4,54,1.7,1968,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes,57
22/12/2017,9,0.3,67,0.7,897,-5.1,0.03,0.0,0.6,Winter,Holiday,Yes,298
01/01/2018,15,3.0,27,2.9,1715,-14.2,0.78,0.0,0.0,Winter,Holiday,Yes,344
22/02/2018,15,5.0,49,4.4,1138,-4.8,0.96,0.0,0.0,Winter,No Holiday,Yes,356
30/11/2018,19,4.2,34,2.6,1894,-10.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1003
25/05/2018,10,21.4,30,2.5,1730,3.0,2.53,0.0,0.0,Spring,No Holiday,Yes,819
26/03/2018,4,5.5,96,2.0,53,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes,65
15/05/2018,20,26.3,53,1.0,908,15.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1958
11/11/2018,0,9.4,85,0.6,241,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,655
15/11/2018,23,8.1,57,0.7,752,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,721
14/09/2018,1,21.6,75,1.1,1671,16.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,775
31/08/2018,10,25.5,53,2.3,1843,15.2,1.81,0.0,0.0,Summer,No Holiday,Yes,794
22/10/2018,14,20.6,30,2.2,839,2.3,1.69,0.0,0.0,Autumn,No Holiday,Yes,1122
03/07/2018,11,29.2,66,1.4,1953,22.1,2.72,0.0,0.0,Summer,No Holiday,Yes,906
12/02/2018,19,-4.9,52,2.0,2000,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes,340
24/10/2018,9,10.1,72,1.1,728,5.2,0.9,0.0,0.0,Autumn,No Holiday,Yes,1151
07/08/2018,6,26.8,70,0.7,2000,20.8,0.0,0.0,0.0,Summer,No Holiday,Yes,634
24/01/2018,17,-11.8,26,3.5,2000,-27.4,0.39,0.0,0.7,Winter,No Holiday,Yes,203
29/06/2018,23,23.5,83,1.4,436,20.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1552
26/01/2018,18,-12.7,33,2.5,1835,-25.6,0.05,0.0,0.3,Winter,No Holiday,Yes,305
29/04/2018,21,16.1,44,1.2,913,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,1382
11/09/2018,21,22.2,50,1.3,2000,11.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,2018
10/01/2018,4,-6.6,72,2.2,2000,-10.8,0.0,0.0,0.8,Winter,No Holiday,Yes,31
22/11/2018,15,6.9,31,2.9,1982,-9.1,1.21,0.0,0.0,Autumn,No Holiday,Yes,716
21/07/2018,5,25.0,78,0.3,1474,20.8,0.0,0.0,0.0,Summer,No Holiday,Yes,292
04/04/2018,22,10.9,58,1.5,2000,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1041
29/05/2018,14,25.5,53,2.0,981,15.2,2.5,0.0,0.0,Spring,No Holiday,Yes,1174
29/11/2018,13,5.3,26,2.1,1604,-12.7,0.21,0.0,0.0,Autumn,No Holiday,Yes,645
01/11/2018,23,7.8,63,0.4,1547,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,806
08/04/2018,8,2.9,53,1.5,1892,-5.7,0.68,0.0,0.0,Spring,No Holiday,Yes,332
17/09/2018,20,21.9,65,2.5,1986,15.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,2232
23/09/2018,18,22.3,53,2.7,2000,12.2,0.44,0.0,0.0,Autumn,Holiday,Yes,1492
28/03/2018,20,15.2,65,2.2,988,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes,1133
08/12/2017,15,-0.8,26,3.3,1977,-17.9,0.87,0.0,0.0,Winter,No Holiday,Yes,362
07/02/2018,22,-6.8,50,1.7,1856,-15.5,0.0,0.0,0.0,Winter,No Holiday,Yes,200
20/06/2018,11,23.7,56,2.4,1070,14.3,2.33,0.0,0.0,Summer,No Holiday,Yes,1100
03/05/2018,20,12.6,47,3.2,1935,1.5,0.02,0.0,0.0,Spring,No Holiday,Yes,1401
13/12/2017,15,-4.9,26,3.1,1887,-21.5,0.89,0.0,0.0,Winter,No Holiday,Yes,240
22/12/2017,17,5.4,61,1.3,691,-1.5,0.08,0.0,0.0,Winter,Holiday,Yes,477
05/11/2018,15,18.0,39,1.0,1208,3.8,1.21,0.0,0.0,Autumn,No Holiday,Yes,1100
11/02/2018,12,-3.9,28,2.9,1921,-19.7,2.12,0.0,0.0,Winter,No Holiday,Yes,174
21/07/2018,14,36.3,34,1.3,1493,17.9,3.17,0.0,0.0,Summer,No Holiday,Yes,682
03/01/2018,15,-1.1,29,2.8,1976,-16.9,0.96,0.0,0.0,Winter,No Holiday,Yes,286
03/02/2018,17,-5.6,32,4.6,2000,-19.7,0.53,0.0,0.0,Winter,No Holiday,Yes,211
22/08/2018,15,36.8,36,1.0,2000,19.2,2.46,0.0,0.0,Summer,No Holiday,Yes,842
22/05/2018,10,20.7,55,1.8,1698,11.3,1.43,0.0,0.0,Spring,Holiday,Yes,1119
24/03/2018,23,6.4,85,2.3,155,4.0,0.0,0.0,0.0,Spring,No Holiday,Yes,354
04/09/2018,23,21.7,60,0.5,2000,13.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1233
12/06/2018,21,20.6,70,1.8,1986,14.9,0.0,0.0,0.0,Summer,No Holiday,Yes,2505
17/01/2018,5,2.9,66,0.8,325,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,72
01/01/2018,11,0.1,27,2.2,1874,-16.7,0.84,0.0,0.0,Winter,Holiday,Yes,169
18/11/2018,22,6.8,53,0.4,1498,-2.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,632
27/04/2018,19,18.7,53,2.7,753,8.9,0.24,0.0,0.0,Spring,No Holiday,Yes,1812
26/11/2018,5,2.1,88,1.4,323,0.3,0.0,0.0,0.3,Autumn,No Holiday,Yes,115
05/05/2018,14,23.6,34,3.3,1829,6.8,2.57,0.0,0.0,Spring,No Holiday,Yes,1669
14/01/2018,9,-3.4,77,1.6,432,-6.8,0.12,0.0,0.0,Winter,No Holiday,Yes,118
04/09/2018,4,20.4,97,2.7,704,19.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,186
03/05/2018,2,7.3,86,1.7,2000,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,251
24/09/2018,12,20.3,34,2.6,2000,3.9,2.85,0.0,0.0,Autumn,Holiday,Yes,754
26/12/2017,6,-2.8,73,0.7,1906,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,120
26/01/2018,11,-15.6,31,3.3,1808,-28.9,0.93,0.0,0.5,Winter,No Holiday,Yes,93
05/04/2018,10,7.1,87,2.9,2000,5.0,0.15,0.0,0.0,Spring,No Holiday,Yes,95
25/02/2018,0,-1.1,44,1.2,1741,-11.8,0.0,0.0,0.0,Winter,No Holiday,Yes,182
22/08/2018,3,24.1,80,0.8,1920,20.4,0.0,0.0,0.0,Summer,No Holiday,Yes,346
02/10/2018,23,14.8,68,0.1,1994,8.9,0.0,0.0,0.0,Autumn,No Holiday,No,0
23/12/2017,13,7.7,68,1.0,249,2.1,0.58,0.0,0.0,Winter,No Holiday,Yes,423
08/02/2018,11,-3.1,39,1.2,1495,-15.1,1.54,0.0,0.0,Winter,No Holiday,Yes,217
17/01/2018,16,8.3,54,1.2,330,-0.4,0.44,0.0,0.0,Winter,No Holiday,Yes,314
06/04/2018,13,7.9,58,4.3,488,0.1,1.88,0.0,0.0,Spring,No Holiday,Yes,683
17/11/2018,0,4.2,76,2.1,870,0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,626
14/02/2018,14,7.8,57,3.5,675,-0.2,1.34,0.0,0.0,Winter,No Holiday,Yes,398
28/12/2017,12,-0.8,38,1.0,1686,-13.3,0.75,0.0,0.0,Winter,No Holiday,Yes,286
09/03/2018,8,1.8,67,0.7,1917,-3.6,0.19,0.0,0.0,Spring,No Holiday,Yes,1041
06/10/2018,12,18.0,92,2.9,1999,16.6,0.45,1.0,0.0,Autumn,No Holiday,Yes,130
05/09/2018,7,19.8,79,0.9,2000,16.0,0.13,0.0,0.0,Autumn,No Holiday,Yes,1487
17/11/2018,18,7.1,40,0.6,1995,-5.6,0.01,0.0,0.0,Autumn,No Holiday,Yes,877
21/07/2018,11,32.9,45,2.1,1020,19.3,2.72,0.0,0.0,Summer,No Holiday,Yes,676
05/08/2018,11,31.2,63,2.6,1695,23.3,1.99,0.0,0.0,Summer,No Holiday,Yes,499
18/05/2018,11,16.6,96,0.7,539,15.9,0.41,0.0,0.0,Spring,No Holiday,Yes,352
29/04/2018,13,21.9,27,2.2,1055,2.0,3.35,0.0,0.0,Spring,No Holiday,Yes,1635
01/06/2018,3,18.6,72,1.4,1340,13.4,0.0,0.0,0.0,Summer,No Holiday,Yes,366
09/11/2018,20,11.9,72,2.5,526,7.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
22/10/2018,21,13.4,56,0.7,758,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1513
08/07/2018,19,26.3,51,1.7,2000,15.3,0.18,0.0,0.0,Summer,No Holiday,Yes,2272
29/04/2018,11,19.6,28,2.0,1695,0.5,2.79,0.0,0.0,Spring,No Holiday,Yes,1060
16/10/2018,13,19.4,31,2.0,1862,1.8,2.02,0.0,0.0,Autumn,No Holiday,Yes,1108
19/08/2018,19,29.7,55,2.5,2000,19.6,0.23,0.0,0.0,Summer,No Holiday,Yes,2186
03/11/2018,2,7.6,68,1.2,1170,2.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
31/01/2018,15,-0.5,30,2.3,1997,-15.9,0.45,0.0,2.2,Winter,No Holiday,Yes,214
08/11/2018,16,11.7,96,1.4,587,11.0,0.02,0.0,0.0,Autumn,No Holiday,Yes,14
15/06/2018,6,17.2,83,1.3,2000,14.2,0.07,0.0,0.0,Summer,No Holiday,Yes,609
12/09/2018,0,20.2,54,1.2,2000,10.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,949
08/11/2018,2,11.8,84,1.6,1874,9.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,122
24/11/2018,0,2.4,32,1.7,2000,-12.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,499
09/07/2018,0,24.2,61,1.7,2000,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,900
12/09/2018,18,27.0,44,1.4,2000,13.6,0.62,0.0,0.0,Autumn,No Holiday,Yes,3256
26/08/2018,8,22.1,74,1.0,1479,17.2,0.77,0.0,0.0,Summer,No Holiday,Yes,566
17/03/2018,9,3.4,49,1.6,1950,-6.3,1.03,0.0,0.0,Spring,No Holiday,Yes,520
22/08/2018,0,25.1,79,0.5,1891,21.1,0.0,0.0,0.0,Summer,No Holiday,Yes,1025
24/10/2018,22,11.6,71,0.2,1858,6.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1281
19/06/2018,22,20.8,71,2.1,800,15.3,0.0,0.0,0.0,Summer,No Holiday,Yes,2096
19/12/2017,14,-2.2,23,3.7,1971,-20.5,1.09,0.0,2.2,Winter,No Holiday,Yes,178
17/03/2018,13,10.9,32,1.2,1772,-5.1,2.22,0.0,0.0,Spring,No Holiday,Yes,1111
23/01/2018,10,-12.1,34,3.5,1968,-24.8,0.62,0.0,1.0,Winter,No Holiday,Yes,132
11/08/2018,16,35.6,39,2.7,2000,19.5,1.81,0.0,0.0,Summer,No Holiday,Yes,826
05/06/2018,20,24.0,46,2.8,1896,11.6,0.06,0.0,0.0,Summer,No Holiday,Yes,2346
18/10/2018,1,9.0,66,0.7,2000,2.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,579
14/11/2018,8,5.0,77,1.5,1115,1.2,0.07,0.0,0.0,Autumn,No Holiday,Yes,1916
14/08/2018,14,36.2,41,2.9,1814,20.8,2.68,0.0,0.0,Summer,No Holiday,Yes,627
31/10/2018,8,3.7,67,1.8,1987,-1.8,0.15,0.0,0.0,Autumn,No Holiday,Yes,1907
22/12/2017,14,5.9,55,0.6,779,-2.4,0.48,0.0,0.0,Winter,Holiday,Yes,326
28/01/2018,9,-7.8,41,1.8,1923,-18.7,0.17,0.0,0.0,Winter,No Holiday,Yes,104
05/05/2018,12,21.9,35,3.4,1586,5.7,2.74,0.0,0.0,Spring,No Holiday,Yes,1258
09/07/2018,2,22.7,63,0.9,2000,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,387
13/11/2018,11,11.4,46,0.8,876,0.1,1.57,0.0,0.0,Autumn,No Holiday,Yes,789
03/06/2018,10,24.8,34,1.3,1869,7.8,2.09,0.0,0.0,Summer,No Holiday,Yes,938
24/10/2018,13,17.2,43,2.3,1835,4.4,1.68,0.0,0.0,Autumn,No Holiday,Yes,1106
27/12/2017,17,-4.2,26,2.2,2000,-20.8,0.2,0.0,0.0,Winter,No Holiday,Yes,314
28/06/2018,22,21.6,94,1.1,766,20.5,0.0,0.0,0.0,Summer,No Holiday,Yes,1239
01/10/2018,20,15.4,63,2.1,2000,8.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1824
30/08/2018,12,27.0,74,2.5,915,21.9,0.94,0.0,0.0,Summer,No Holiday,Yes,768
18/07/2018,17,32.6,46,2.8,1560,19.4,1.95,0.0,0.0,Summer,No Holiday,Yes,1596
24/11/2018,23,2.8,86,1.2,476,0.6,0.0,0.0,3.0,Autumn,No Holiday,Yes,386
20/12/2017,5,-8.3,67,0.9,1566,-13.3,0.0,0.0,2.0,Winter,No Holiday,Yes,56
20/08/2018,6,25.3,67,1.5,1450,18.7,0.0,0.0,0.0,Summer,No Holiday,Yes,675
26/06/2018,10,20.3,97,1.0,103,19.8,0.12,9.5,0.0,Summer,No Holiday,Yes,9
19/06/2018,6,19.1,75,0.4,1039,14.5,0.08,0.0,0.0,Summer,No Holiday,Yes,746
12/09/2018,2,19.0,56,0.9,2000,10.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,462
05/12/2017,12,-2.3,25,0.0,1962,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes,321
22/08/2018,18,35.4,40,1.0,2000,19.7,0.34,0.0,0.0,Summer,No Holiday,Yes,2528
19/05/2018,11,19.0,44,1.4,2000,6.4,3.12,0.0,0.0,Spring,No Holiday,Yes,1290
10/08/2018,7,26.0,78,0.7,1988,21.8,0.16,0.0,0.0,Summer,No Holiday,Yes,1027
23/04/2018,18,9.4,96,1.9,600,8.7,0.07,1.0,0.0,Spring,No Holiday,Yes,39
14/05/2018,20,21.4,64,2.1,411,14.3,0.02,0.0,0.0,Spring,No Holiday,Yes,1965
21/01/2018,3,-2.0,60,0.5,474,-8.7,0.0,0.0,0.0,Winter,No Holiday,Yes,107
08/08/2018,9,30.2,66,1.4,1131,23.1,1.48,0.0,0.0,Summer,No Holiday,Yes,920
26/11/2018,15,13.2,43,1.1,714,0.8,1.26,0.0,0.0,Autumn,No Holiday,Yes,794
25/05/2018,19,22.0,40,1.6,1658,7.7,0.47,0.0,0.0,Spring,No Holiday,Yes,2227
05/03/2018,5,4.7,89,2.3,1242,3.0,0.0,0.0,0.0,Spring,No Holiday,Yes,22
19/09/2018,1,20.5,64,0.4,2000,13.4,0.0,0.0,0.0,Autumn,No Holiday,No,0
15/07/2018,5,24.5,85,0.7,1345,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,223
09/04/2018,5,0.7,96,1.0,206,0.1,0.0,0.0,0.0,Spring,No Holiday,Yes,91
13/06/2018,9,22.6,59,1.6,1030,14.1,1.8,0.0,0.0,Summer,No Holiday,Yes,1111
06/05/2018,19,19.0,70,0.7,2000,13.3,0.33,0.0,0.0,Spring,No Holiday,Yes,1639
17/08/2018,5,21.8,55,1.9,2000,12.3,0.0,0.0,0.0,Summer,No Holiday,Yes,304
04/02/2018,16,-5.4,29,3.6,1979,-20.6,1.4,0.0,0.0,Winter,No Holiday,Yes,181
18/06/2018,5,20.0,80,0.3,824,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,383
